StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent2_1,Consent2_2,Consent2_3,Eligibility2,Eligibility3,TestTrat,C_Min+58,C_Min+58_3_TEXT,T1_Min+58Slider,T1_Min+58Slider_6_TEXT,T2_Min+SB,T2_Min+SB_3_TEXT,T3_Min+SBSlider,T3_Min+SBSlider_6_TEXT,S1_1,ITP246_1,ITP246_2,ITP201,ITP180,ITP170,ITP165,ITP175,ITP190,ITP195,ITP185,ITP223,ITP212,ITP206,ITP217,ITP234,ITP228,ITP240,ITP296,ITP323,ITP309,ITP316,ITP303,ITP336,ITP343,ITP329,ITP270,ITP258,ITP252,ITP264,ITP283,ITP277,ITP290,FL1,FL2,FL3,DebtAversion1_1,DebtAversion1_2,DebtAversion1_3,Demographics1,Free1,ticket,s,g,balance,min,testing,sliderValue,sliderCount1,sliderCount2,sliderCount3,sliderCount4,sliderCount5,sliderCount6,sliderCount7,sliderCount8,sliderCount9,condition
2024-01-25 18:50:41,2024-01-25 19:00:28,IP Address,164.153.54.116,100,586,True,2024-01-25 19:00:29,R_32D4k59duVnZYBQ,,,,,35.0228,-82.5133,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,Statement balance,,,,,,Extremely confident,In 12 months,,Today,,,,,,,,Today,,,,Today,,Today,,,,,,,,,,,,,,,,More than $102,Less than today,False,Strongly disagree,Strongly disagree,Agree,Some college but no degree,"If I can't afford something, I won't buy it.",fcd62dd36b4c7fd7_974c89b6d4f93819_60abfdf2cdd04109_fdff5b713129eb8147588f9dfa7f547f,2,5,1678,34,off,1675,1,1,1,1,1,1,1,1,1,treat1
2024-01-25 19:34:17,2024-01-25 19:41:03,IP Address,108.55.96.75,100,405,True,2024-01-25 19:41:04,R_72ycYyKZyq34TbI,,,,,40.1788,-77.0047,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,Statement balance,,,,,,,,Very confident,In 12 months,,Today,,,,,,,,Today,,,,In 12 months,In 12 months,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Strongly disagree,Strongly disagree,Somewhat agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",We always pay off our credit card balance at the end of every month and never carry over a balance.,b09c5fb1d49998ac_974c89b6d4f93819_2a68b7f49813bdc4_5b0ade4f2f59ab1fb5cdf4f451fb3a05,2,10,1678,34,off,,,,,,,,,,,control
2024-01-25 19:38:10,2024-01-25 19:43:17,IP Address,172.56.208.11,100,306,True,2024-01-25 19:43:18,R_1DhKd4YuFUJ9UBS,,,,,36.1506,-115.1805,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,Minimum payment,,,,Extremely unconfident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Strongly disagree,Strongly disagree,Somewhat agree,Some college but no degree,,c27a19b3621f89b9_974c89b6d4f93819_60abfdf2cdd04109_e680aa83e66848869f68bae61fccc6e6,2,6,1678,34,off,,,,,,,,,,,treat2
2024-01-25 19:51:28,2024-01-25 19:54:29,IP Address,72.84.68.157,100,180,True,2024-01-25 19:54:29,R_7fn8Dvr3o1P7T9v,,,,,36.7646,-76.3408,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,,,,,Statement balance,,Extremely confident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Disagree,Disagree,Strongly agree,Some college but no degree,Any interest paid is bad for me,2d9bc68bca80d747_974c89b6d4f93819_60abfdf2cdd04109_2ba974149c78e7156ec7f675c24296a6,1,8,1678,34,off,1678,0,0,0,0,0,0,0,0,0,treat3
2024-01-25 19:58:07,2024-01-25 20:02:36,IP Address,73.188.104.134,100,269,True,2024-01-25 20:02:37,R_6lFzecK1sBxm7Oy,,,,,40.2874,-75.2156,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,Statement balance,,,,,,,,Extremely confident,In 12 months,,In 12 months,Today,,,,Today,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Disagree,Somewhat disagree,Strongly agree,High school graduate,I did not want to pay interest,92368a3688cc37f5_974c89b6d4f93819_60abfdf2cdd04109_cbaf2f3126c8c256429dcea008ca7756,1,9,1678,34,off,,,,,,,,,,,control
2024-01-25 19:51:00,2024-01-25 20:03:04,IP Address,69.137.204.80,100,723,True,2024-01-25 20:03:05,R_3kFjdCvtLH0pHnz,,,,,26.1184,-81.7345,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,,,,,Statement balance,,Extremely confident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Neither agree nor disagree,Disagree,Somewhat agree,Some college but no degree,The amount of interest I would have to pay.,628ac1750100fcb4_974c89b6d4f93819_2a68b7f49813bdc4_b55defcc0860c4667a776116117edb87,2,8,1678,34,off,499,2,2,1,1,1,1,1,1,1,treat3
2024-01-25 20:00:38,2024-01-25 20:07:32,IP Address,151.124.104.88,100,414,True,2024-01-25 20:07:33,R_11gWRBUgdocyGqW,,,,,25.8153,-80.3577,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,,,,,Statement balance,,Extremely confident,In 12 months,,Today,,,,,,,,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Strongly disagree,Strongly disagree,Agree,Some college but no degree,"I based my answer on the way I currently handle my credit card bills - I always pay the full balance. While I understand the rates charged for maintaining a balance, and have, in the past, carried balances until I was able to pay them off, but the thought of giving all that extra money to a company just rubs me the wrong way.",0bfb12512a8f3d6f_974c89b6d4f93819_2a68b7f49813bdc4_a90e766a5204642dfdd64bdf91c771d1,2,13,1678,34,off,1678,0,0,0,0,0,0,0,0,0,treat3
2024-01-25 20:02:28,2024-01-25 20:09:29,IP Address,70.40.253.26,100,421,True,2024-01-25 20:09:30,R_3PbPuRtpwZs27iL,,,,,44.6611,-88.2634,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,,,Other amount ($),160,,,Extremely unconfident,In 12 months,,In 12 months,Today,,,,Don't know / Refuse to answer,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Don’t know,False,Strongly disagree,Strongly disagree,Somewhat agree,High school graduate,,0b7b2d4532b6b691_974c89b6d4f93819_60abfdf2cdd04109_46fc98977b1f352611c4602745f3f257,2,4,1678,34,off,,,,,,,,,,,treat2
2024-01-25 20:39:06,2024-01-25 20:45:55,IP Address,71.195.172.7,100,408,True,2024-01-25 20:45:55,R_6TFeaGNZc3uaAtP,,,,,36.3287,-119.6474,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,Minimum payment,,,,,,,,Confident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,Less than $102,Exactly the same as today,Don’t know,Strongly disagree,Strongly disagree,Somewhat agree,Bachelor's degree,"How much you would get in return
",528b61b36a2bddb7_974c89b6d4f93819_60abfdf2cdd04109_42f3f58e6ed0deaffb1ff8561747bafd,2,4,1678,34,off,,,,,,,,,,,control
2024-01-25 20:45:13,2024-01-25 20:55:02,IP Address,66.25.117.157,100,589,True,2024-01-25 20:55:03,R_3334udnR9tRSheG,,,,,33.5017,-86.8803,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,Other amount ($),500,,,,,Very confident,Today,,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,In 12 months,,,,,,,,,,,Exactly $102,More than today,False,Agree,Agree,Neither agree nor disagree,"Advanced degree (Master's degree, professional degree, or doctoral degree)","
I consider how long it takes to pay off ",f4955146a1c12918_974c89b6d4f93819_2a68b7f49813bdc4_9d7540b25dc984ac1e68a0b8a74364b1,2,10,1678,34,off,500,1,1,2,0,0,0,0,0,0,treat1
2024-01-25 20:55:15,2024-01-25 20:56:51,IP Address,173.62.250.196,100,95,True,2024-01-25 20:56:52,R_1Nglu0amALgh7QB,,,,,39.9361,-75.2625,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,,,,,Statement balance,,Extremely confident,In 12 months,,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Strongly disagree,Strongly disagree,Strongly agree,Bachelor's degree,,6dc94141a2bd3a72_974c89b6d4f93819_60abfdf2cdd04109_ea924e4531400e002e89d1c753269f28,2,11,1678,34,off,1678,0,0,0,0,0,0,0,0,0,treat3
2024-01-25 21:09:01,2024-01-25 21:17:40,IP Address,68.108.73.240,100,519,True,2024-01-25 21:17:41,R_6Z7CkPrQCKjGRkR,,,,,36.0586,-115.0803,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,"More than a month ago, but less than 6 months",,,,Minimum payment,,,,,,Neither confident nor unconfident,In 12 months,,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than $102,Don’t know,Don’t know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Some college but no degree,87,865b27546bd6278f_974c89b6d4f93819_60abfdf2cdd04109_94ec23c50670964e3334f712ba721371,1,3,1678,34,off,579,1,1,1,0,0,0,0,0,0,treat1
2024-01-25 21:17:50,2024-01-25 21:27:30,IP Address,73.94.125.9,100,580,True,2024-01-25 21:27:30,R_5n11pLknWzFJqJh,,,,,44.8962,-93.1036,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,Other amount ($),300,,,,,,,Very confident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Don’t know,Don’t know,Disagree,Somewhat disagree,Strongly agree,High school graduate,"I hate carrying debt on my card. It tanks your score for a while and it makes me uncomfortable. When I but something expensive and put in on my credit card I plan it out so that I can have it paid mostly off by the time my statement date is. ",c890bff6afa9aa67_974c89b6d4f93819_60abfdf2cdd04109_98eb9ba9872cd03016e916d69a56219d,2,7,1678,34,off,,,,,,,,,,,control
2024-01-25 21:32:47,2024-01-25 21:39:29,IP Address,76.34.203.31,100,402,True,2024-01-25 21:39:30,R_5TVjnXVuAoFyy65,,,,,40.8244,-81.3398,anonymous,EN,Yes,Yes,Yes,I used a single credit card,"More than 6 months ago, but less than a year",,,,,,Other amount ($),200,,,Confident,In 12 months,,Today,,,,,,,,Today,,,,In 12 months,In 12 months,,,,,,,,,,,,,,,,,More than $102,Don’t know,Don’t know,Somewhat disagree,Disagree,Neither agree nor disagree,Some college but no degree,It sounded good in my head when I read it.,205bad90b8a8ff28_974c89b6d4f93819_60abfdf2cdd04109_4d09089c124421f4eaca3d26820dd92a,1,4,1678,34,off,,,,,,,,,,,treat2
2024-01-25 22:23:24,2024-01-25 22:29:55,IP Address,50.37.193.177,100,391,True,2024-01-25 22:29:56,R_5FR1LJHHeSyBiv4,,,,,43.6527,-116.9084,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,,,,,Statement balance,,Extremely confident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Strongly disagree,Strongly disagree,Strongly agree,High school graduate,"Not having to pay interest if paid the full amount. ",bc6d2d78ff29db27_974c89b6d4f93819_60abfdf2cdd04109_e524599c8607b5a681b5260ce525fff0,1,8,1678,34,off,1678,2,2,2,2,2,2,2,2,2,treat3
2024-01-25 23:49:25,2024-01-25 23:58:24,IP Address,174.60.101.117,100,538,True,2024-01-25 23:58:25,R_1o0viYIocF01Rge,,,,,41.2382,-76.9978,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,Other amount ($),500,,,Very confident,In 12 months,,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Exactly the same as today,False,Strongly disagree,Strongly disagree,Agree,High school graduate,I wouldn't  be able to pay of the balance so I would try to pay it off in 3 cycles,473d661921bf5042_974c89b6d4f93819_60abfdf2cdd04109_b0b8cde749bfd10e038dffc6c2b80ef8,2,7,1678,34,off,,,,,,,,,,,treat2
2024-01-26 00:09:46,2024-01-26 00:15:18,IP Address,97.149.102.162,100,332,True,2024-01-26 00:15:19,R_5jIg912gxY95TyF,,,,,40.0435,-86.4594,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,Minimum payment,,,,,,Neither confident nor unconfident,Today,,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,Today,,In 12 months,,,,More than $102,Less than today,Don’t know,Somewhat agree,Somewhat agree,Somewhat agree,Some college but no degree,How much you could save if you paid more up front but also the decor is how much extra I could really afford to pay,93011cf183c7669a_974c89b6d4f93819_60abfdf2cdd04109_ecfd049807f72a4f8a27801a115e9a58,2,5,1678,34,off,38,0,0,0,0,0,0,0,0,0,treat1
2024-01-24 22:15:00,2024-01-26 00:28:42,IP Address,69.249.28.156,100,94421,True,2024-01-26 00:28:43,R_3PUwiFZkJnO8ltO,,,,,39.9357,-75.1832,anonymous,EN,Yes,Yes,Yes,I used a single credit card,"More than a month ago, but less than 6 months",,,,,,,,Minimum payment,,Neither confident nor unconfident,Today,,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,More than $102,More than today,Don’t know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,High school graduate,don't know,39a44207ad7b285b_974c89b6d4f93819_60abfdf2cdd04109_d44d75d8fcd8086dc12ee04ac9df13c0,1,4,1678,34,off,1678,0,0,0,0,0,0,0,0,0,treat3
2024-01-26 00:45:26,2024-01-26 00:50:02,IP Address,184.90.218.209,100,276,True,2024-01-26 00:50:03,R_74ovw73XfINjwMF,,,,,28.4883,-81.4061,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,Other amount ($),202,,,,,Extremely confident,In 12 months,,Today,,,,,,,,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Strongly disagree,Strongly disagree,Agree,Bachelor's degree,just based on how i normally do it,d54d558827c600d7_974c89b6d4f93819_60abfdf2cdd04109_58f8f4ce857ed4c6273691d066578f6b,2,7,1678,34,off,202,6,2,0,0,0,0,0,0,0,treat1
2024-01-26 00:40:28,2024-01-26 00:54:33,IP Address,65.30.162.248,100,844,True,2024-01-26 00:54:34,R_6lzv0Q2nJ27D87F,,,,,42.8895,-87.9074,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,,,,,Statement balance,,Extremely confident,Today,,,,,,,,,,,,,,,,,In 12 months,,,,,,,,Today,,,,In 12 months,In 12 months,,More than $102,Less than today,False,Disagree,Somewhat disagree,Agree,Some college but no degree,I hate paying interest chargers.,223a4f6a21fa4213_974c89b6d4f93819_60abfdf2cdd04109_33eea00c8ef80dd706a8905a7bbe71a2,1,6,1678,34,off,1678,0,0,0,0,0,0,0,0,0,treat3
2024-01-26 01:23:16,2024-01-26 01:32:02,IP Address,75.223.3.99,100,526,True,2024-01-26 01:32:03,R_6B4CoMfqvRmHhjg,,,,,36.1214,-115.141,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,Other amount ($),78,,,,,,,Very confident,Today,,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,In 12 months,,,,,,,,,,,More than $102,Less than today,False,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Bachelor's degree,I want to pay down debt to reduce interest but rarely can afford to pay much more than the minimum,ca5828578a1012b9_974c89b6d4f93819_60abfdf2cdd04109_3cda7e447fce269e35520edc45085579,1,4,1678,34,off,,,,,,,,,,,control
2024-01-26 03:28:19,2024-01-26 03:33:32,IP Address,204.111.86.167,100,312,True,2024-01-26 03:33:33,R_1I9SZJtHVhitey4,,,,,39.0411,-80.4737,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,,,Minimum payment,,,,Neither confident nor unconfident,Today,,,,,,,,,,,,,,,,,Today,In 12 months,Don't know / Refuse to answer,,,,,,,,,,,,,More than $102,Exactly the same as today,Don’t know,Neither agree nor disagree,Strongly agree,Somewhat agree,Some college but no degree,"I'm bad with money.  But I had savings this month ",f1f83fc66a017828_974c89b6d4f93819_60abfdf2cdd04109_07812a6b746920a8d192a71b323c0fb4,2,2,1678,34,off,,,,,,,,,,,treat2
2024-01-26 04:46:28,2024-01-26 04:54:23,IP Address,73.109.38.129,100,475,True,2024-01-26 04:54:24,R_37eYC362RKNG9pw,,,,,46.9961,-122.7381,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,"More than a month ago, but less than 6 months",,,,Other amount ($),1677,,,,,Extremely confident,Today,,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,Today,,In 12 months,,,,More than $102,Less than today,False,Strongly disagree,Strongly disagree,Strongly agree,Bachelor's degree,"I have the money to pay it off. So, that is what I would do. ",2c99ca700ccd508f_974c89b6d4f93819_60abfdf2cdd04109_6285849f8fe91199f5bb0a6e2ef8fd87,1,4,1678,34,off,58,0,0,0,0,0,0,0,0,0,treat1
2024-01-26 05:28:34,2024-01-26 05:34:28,IP Address,75.13.129.7,100,354,True,2024-01-26 05:34:29,R_1YiMYwYHr5CPAqZ,,,,,38.6487,-90.3297,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,,,,,Other amount ($),100,Very unconfident,Today,,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,Exactly $102,Less than today,Don’t know,Disagree,Disagree,Neither agree nor disagree,Bachelor's degree,,25809f2f7c48d031_974c89b6d4f93819_60abfdf2cdd04109_90b77eab83978d4448f34602928b88bd,2,2,1678,34,off,735,0,0,0,0,1,1,1,1,1,treat3
2024-01-26 07:05:14,2024-01-26 07:13:52,IP Address,70.44.219.2,100,518,True,2024-01-26 07:13:52,R_50r5McT8CG0KP1b,,,,,41.2338,-75.2573,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,"More than a month ago, but less than 6 months",,Other amount ($),60.00,,,,,,,Extremely confident,In 12 months,,Today,,,,,,,,Today,,,,In 12 months,Today,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,High school graduate,The biggest factor would be how much I could afford and I always try to pay more than is due,138c86430fc46466_974c89b6d4f93819_60abfdf2cdd04109_873632216c7a62906eee58df80be7c45,2,6,1678,34,off,,,,,,,,,,,control
2024-01-26 07:19:18,2024-01-26 07:23:17,IP Address,98.97.177.191,100,238,True,2024-01-26 07:23:17,R_13EVLf7GUv7dXH3,,,,,33.7485,-84.3871,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,,,Statement balance,,Extremely confident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Disagree,Strongly disagree,Strongly agree,Bachelor's degree,I don't  like debt,b56b9825135da1f5_974c89b6d4f93819_60abfdf2cdd04109_8f6ce7c4d80c20f51d292a6bafe6cbe6,2,13,1678,34,off,1678,0,0,0,0,0,0,0,0,0,treat3
2024-01-26 07:42:25,2024-01-26 07:45:38,IP Address,24.187.129.72,100,192,True,2024-01-26 07:45:39,R_5Bi09740nAfS0c9,,,,,41.0429,-74.1004,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,,,Other amount ($),150,,,Extremely confident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Strongly disagree,Somewhat disagree,Somewhat agree,Bachelor's degree,"I could offer more than the minimum but less than the entire balance ",35f07d0667176667_974c89b6d4f93819_60abfdf2cdd04109_f4d95dede5464df32d26d95370f3bcdb,1,9,1678,34,off,,,,,,,,,,,treat2
2024-01-26 07:39:39,2024-01-26 07:45:50,IP Address,199.21.88.110,100,370,True,2024-01-26 07:45:50,R_3uHBQkbAzbCEV39,,,,,39.0718,-93.7114,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,"More than a month ago, but less than 6 months",,,,Other amount ($),75.00,,,,,Confident,In 12 months,,Today,,,,,,,,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Disagree,Disagree,Somewhat agree,Some college but no degree,"I always pay more than the minimum. I have 6 credit cards, 3 have been paid off & after paying the monthly bills attached to each of THOSE 3 cards, carry a zero balance.",bd4bd3a652888c66_974c89b6d4f93819_60abfdf2cdd04109_126e1c863175f3779ae4590022fc0946,2,10,1678,34,off,75,2,0,0,0,0,0,0,0,0,treat1
2024-01-26 09:05:08,2024-01-26 09:06:17,IP Address,65.151.155.242,100,68,True,2024-01-26 09:06:18,R_6i8U5qnrVCzQZBw,,,,,40.8771,-85.5045,anonymous,EN,Yes,Yes,Yes,I do not have and have not used a credit card,I do not have or do not use a credit card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d90c3868d3fdd1fb_974c89b6d4f93819_2a68b7f49813bdc4_ebccb24fd3b14c8604364204feb68493,2,6,1678,34,off,,,,,,,,,,,
2024-01-26 09:04:42,2024-01-26 09:10:29,IP Address,75.185.114.119,100,347,True,2024-01-26 09:10:30,R_7OgAI0K6F80RGlH,,,,,38.1405,-85.6936,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,Statement balance,,,,Extremely confident,In 12 months,,In 12 months,Today,,,,In 12 months,,Today,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Strongly disagree,Strongly disagree,Strongly agree,High school graduate,,0f5a780a147bab26_974c89b6d4f93819_60abfdf2cdd04109_5e050bfca8ed204f072154edeab32870,2,4,1678,34,off,,,,,,,,,,,treat2
2024-01-26 09:20:19,2024-01-26 09:27:57,IP Address,172.58.57.144,100,458,True,2024-01-26 09:27:58,R_5YA2GD58ITjWZBn,,,,,39.6814,-104.8837,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,Statement balance,,,,,,,,Very confident,In 12 months,,In 12 months,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Disagree,Somewhat disagree,Strongly agree,Bachelor's degree,"I wanted to be out of debt and not pay more than I actually owed. ",08c2c500478ad766_974c89b6d4f93819_60abfdf2cdd04109_03bee07c7b739d1aa722239b5835989b,2,9,1678,34,off,,,,,,,,,,,control
2024-01-26 09:32:25,2024-01-26 09:36:29,IP Address,47.149.61.27,100,244,True,2024-01-26 09:36:30,R_6ey2c2hyBkmzJ6g,,,,,34.1172,-117.6472,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,,,Statement balance,,Very confident,In 12 months,,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Neither agree nor disagree,Neither agree nor disagree,Agree,Bachelor's degree,"Interest rate, any interest free promotions, ",8c42209fb41882a5_974c89b6d4f93819_60abfdf2cdd04109_dbc88cce1571c1aa51b89e16863ad8cd,1,7,1678,34,off,1678,0,0,0,0,0,0,0,0,0,treat3
2024-01-26 09:37:16,2024-01-26 09:41:16,IP Address,35.135.30.225,100,240,True,2024-01-26 09:41:17,R_1YxPjJBVjxfwtkl,,,,,46.6165,-120.7094,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,Other amount ($),70,,,,,,,Very confident,Today,,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,Don’t know,Don’t know,False,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Some college but no degree,My current funds,dba32ac85607d221_974c89b6d4f93819_60abfdf2cdd04109_2cdedf7e4e3ee422390a39ac29d16b45,2,5,1678,34,off,,,,,,,,,,,control
2024-01-26 09:37:45,2024-01-26 09:41:53,IP Address,136.53.25.122,100,248,True,2024-01-26 09:41:53,R_5q7NKLaSEHavMF7,,,,,34.6666,-86.5536,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,Statement balance,,,,,,Neither confident nor unconfident,Today,,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,More than $102,Less than today,Don’t know,Disagree,Disagree,Somewhat agree,Bachelor's degree,,c7d322c1dd26c1b9_974c89b6d4f93819_60abfdf2cdd04109_58d99a88ceed74f1257efb51a29a9540,2,5,1678,34,off,55,2,2,2,0,0,0,0,0,0,treat1
2024-01-26 09:39:18,2024-01-26 09:43:31,IP Address,108.88.94.2,100,253,True,2024-01-26 09:43:32,R_69s01zTtQJyHkTT,,,,,38.4434,-122.7088,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,,,Statement balance,,,,Very confident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Disagree,Disagree,Strongly agree,Bachelor's degree,"By paying the card in full, I am not paying interest so I am saving money",71d99265d296ca12_974c89b6d4f93819_60abfdf2cdd04109_345054cad8b02047cb645373bb953c51,2,4,1678,34,off,,,,,,,,,,,treat2
2024-01-26 09:40:01,2024-01-26 09:43:38,IP Address,98.249.225.251,100,216,True,2024-01-26 09:43:38,R_6hL9nyGxZrre7zP,,,,,26.062,-80.3368,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,Statement balance,,,,,,Extremely confident,In 12 months,,Today,,,,,,,,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,More than $102,More than today,False,Somewhat disagree,Strongly disagree,Strongly agree,Bachelor's degree,"I always pay the balance because I don't want  to pay finance charges. ",544c63d8bb355a53_974c89b6d4f93819_60abfdf2cdd04109_cef58e730892a69c75a361f035ffe9e3,2,3,1678,34,off,1678,3,3,3,3,3,3,3,3,3,treat1
2024-01-26 09:41:22,2024-01-26 09:44:41,IP Address,134.134.137.88,100,199,True,2024-01-26 09:44:42,R_3N9s4qb7neUC9s8,,,,,45.5496,-122.8293,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,Statement balance,,,,,,,,Extremely confident,In 12 months,,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Strongly disagree,Strongly disagree,Strongly agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)","interest ",5f9796861a579a1d_974c89b6d4f93819_60abfdf2cdd04109_b0b6178dacdebd58e71ea57e18386ba0,1,10,1678,34,off,,,,,,,,,,,control
2024-01-26 09:42:35,2024-01-26 09:44:45,IP Address,172.56.97.6,100,129,True,2024-01-26 09:44:46,R_6gWdEBfBmvob4tz,,,,,27.9929,-82.403,anonymous,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,Statement balance,,,,,,,,Extremely confident,In 12 months,,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Neither agree nor disagree,Somewhat agree,Somewhat agree,Some college but no degree,I did not want to accrue interest.,7f73199628036160_974c89b6d4f93819_60abfdf2cdd04109_9946aebb2f661a7e45d3007b80c6cff2,2,9,1678,34,off,,,,,,,,,,,control
